id,brand,name,display_size,main_camera,selfie_camera,chipset,storage_and_ram,battary,price
3156,Samsung,D900,"['2.1', 'inches,', '32', 'x']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3157,Samsung,D900i,"['2.1', 'inches,', '32', 'x']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3158,Samsung,D980,"['2.6', 'inches,', '20.9', 'cm2']","['Single', '5', 'MP,', 'AF']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1200', 'mAh', 'battery']",NaN
3159,Samsung,Dart T499,"['3.14', 'inches,', '30.5', 'cm2']","['Single', '3.2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1200', 'mAh', 'battery']",NaN
3160,Samsung,DoubleTime I857,"['3.2', 'inches,', '30.5', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'MSM7230']","['260MB', '256MB', 'RAM']","['Removable', 'Li-Ion', '1200', 'mAh', 'battery']",NaN
3161,Samsung,Droid Charge I510,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']",['Hummingbird'],['2GB'],"['Removable', 'Li-Ion', '1600', 'mAh', 'battery']",NaN
3162,Samsung,DuosTV I6712,"['3.2', 'inches,', '29.1', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1200', 'mAh', 'battery']",NaN
3163,Samsung,E100,['NaN'],NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '720', 'mAh', 'battery']",NaN
3164,Samsung,E105,['NaN'],NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '780', 'mAh', 'battery']",NaN
3165,Samsung,E1050,"['1.43', 'inches,', '6.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3166,Samsung,E1070,"['1.38', 'inches,', '6.1', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3167,Samsung,E1080T,"['1.43', 'inches,', '6.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3168,Samsung,E1085T,"['1.43', 'inches,', '6.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3169,Samsung,E1100,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3170,Samsung,E1107 Crest Solar,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3171,Samsung,E1110,"['1.63', 'inches,', '8.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3172,Samsung,E1117,"['1.63', 'inches,', '8.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3173,Samsung,E1120,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3174,Samsung,E1125,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3175,Samsung,E1130B,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3176,Samsung,E1150,"['1.43', 'inches,', '6.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3177,Samsung,E1160,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3178,Samsung,E1170,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3179,Samsung,E1182,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3180,Samsung,E1190,"['1.43', 'inches,', '6.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3181,Samsung,E1195,"['1.43', 'inches,', '6.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3182,Samsung,E1200 Pusha,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3183,Samsung,E1207T,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3184,Samsung,E1210,"['1.77', 'inches,', '9.9', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3185,Samsung,E1225 Dual Sim Shift,"['1.8', 'inches,', '10.2', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3186,Samsung,E1230,"['1.8', 'inches,', '10.2', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3187,Samsung,E1232B,"['1.8', 'inches,', '10.2', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3188,Samsung,E1252,"['2.0', 'inches,', '12.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3189,Samsung,E1260B,"['2.0', 'inches,', '12.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3190,Samsung,E1272,"['1.77', 'inches,', '9.9', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']","['About', '50', 'EUR']"
3191,Samsung,E1282T,"['1.8', 'inches,', '10.2', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3192,Samsung,E1310,"['1.77', 'inches,', '9.7', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '880', 'mAh', 'battery']",NaN
3193,Samsung,E1360,"['1.77', 'inches,', '9.9', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3194,Samsung,E1390,"['1.63', 'inches,', '8.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3195,Samsung,E1410,"['1.63', 'inches,', '8.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3196,Samsung,E200,"['1.8', 'inches,', '10.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3197,Samsung,E200 ECO,"['1.8', 'inches,', '10.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '770', 'mAh', 'battery']",NaN
3198,Samsung,E210,"['1.9', 'inches,', '11.4', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3199,Samsung,E2100B,"['1.77', 'inches,', '9.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3200,Samsung,E2120,"['1.52', 'inches,', '7.5', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3201,Samsung,E2130,"['1.77', 'inches,', '9.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3202,Samsung,E215,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'battery']",NaN
3203,Samsung,E2152,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3204,Samsung,E2210B,"['1.77', 'inches,', '9.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3205,Samsung,E2230,"['1.8', 'inches,', '10.2', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3206,Samsung,E2232,"['1.77', 'inches,', '9.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3207,Samsung,E2252,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3208,Samsung,E2262,"['2.2', 'inches,', '15.0', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3209,Samsung,E230,"['1.9', 'inches,', '11.4', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3210,Samsung,E2330,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3211,Samsung,E2350B,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3212,Samsung,E2370 Xcover,"['1.77', 'inches,', '9.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
3213,Samsung,E250,"['2.0', 'inches,', '32', 'x']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3214,Samsung,E251,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'battery']",NaN
3215,Samsung,E2510,"['1.9', 'inches,', '11.4', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3216,Samsung,E2530,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3217,Samsung,E2550 Monte Slider,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3218,Samsung,E2600,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3219,Samsung,E2652 Champ Duos,"['2.6', 'inches,', '20.9', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3220,Samsung,E2652W Champ Duos,"['2.6', 'inches,', '20.9', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3221,Samsung,E300,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '820', 'mAh', 'battery']",NaN
3222,Samsung,E310,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3223,Samsung,E3210,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3224,Samsung,E3213 Hero,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['Single', 'Yes']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3225,Samsung,E330,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3226,Samsung,E340,['NaN'],"['Single', 'VGA,', '180', 'deg', 'rotating', 'lens']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3227,Samsung,E350,"['1.6', 'inches,', '8.1', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3228,Samsung,E360,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3229,Samsung,E370,"['1.8', 'inches,', '10.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3230,Samsung,E380,"['1.9', 'inches,', '30', 'x']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3231,Samsung,E390,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3232,Samsung,E400,['NaN'],NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
3233,Samsung,E410,['NaN'],NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
3234,Samsung,E420,"['1.8', 'inches,', '10.2', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3235,Samsung,E480,"['2.0', 'inches,', '32', 'x']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3236,Samsung,E490,"['2.2', 'inches,', '35', 'x']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '850', 'mAh', 'battery']",NaN
3237,Samsung,E500,"['1.76', 'inches,', '9.7', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3238,Samsung,E530,['NaN'],"['Single', '1', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '820', 'mAh', 'battery']",NaN
3239,Samsung,E570,"['1.8', 'inches,', '10.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3240,Samsung,E590,"['1.8', 'inches,', '10.5', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3241,Samsung,E600,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
3242,Samsung,E610,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3243,Samsung,E620,['NaN'],"['Single', '1', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3244,Samsung,E630,"['1.7', 'inches,', '9.1', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3245,Samsung,E640,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '820', 'mAh', 'battery']",NaN
3246,Samsung,E690,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3247,Samsung,E700,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '780', 'mAh', 'battery']",NaN
3248,Samsung,E715,['NaN'],"['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3249,Samsung,E720,['NaN'],"['Single', '1', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3250,Samsung,E730,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3251,Samsung,E740,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '880', 'mAh', 'battery']",NaN
3252,Samsung,E750,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3253,Samsung,E760,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3254,Samsung,E770,"['1.9', 'inches,', '30', 'x']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3255,Samsung,E780,['NaN'],"['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3256,Samsung,E790,"['2.2', 'inches,', '35', 'x']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3257,Samsung,E800,"['1.7', 'inches,', '9.1', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3258,Samsung,E810,"['1.7', 'inches,', '9.1', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3259,Samsung,E830,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3260,Samsung,E840,"['2.2', 'inches,', '15.0', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '690', 'mAh', 'battery']",NaN
3261,Samsung,E850,"['1.7', 'inches,', '9.1', 'cm2']","['Single', 'VGA,', 'pop-out', 'rotating', 'lens']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3262,Samsung,E860,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3263,Samsung,E870,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3264,Samsung,E880,"['1.7', 'inches,', '9.1', 'cm2']","['Single', '1', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3265,Samsung,E890,"['2.3', 'inches,', '16.4', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '880', 'mAh', 'battery']",NaN
3266,Samsung,E898,['NaN'],"['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'battery']",NaN
3267,Samsung,E900,"['2.0', 'inches,', '30', 'x']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3268,Samsung,E950,"['2.0', 'inches,', '12.4', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3269,Samsung,Epic 4G,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",['Hummingbird'],"['512MB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
3270,Samsung,Exhibit 4G,"['3.5', 'inches,', '34.9', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['Single', 'VGA']",['Hummingbird'],"['1GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
3271,Samsung,Exhibit II 4G T679,"['3.7', 'inches,', '39.0', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8255', 'Snapdragon', 'S2']","['1GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
3272,Samsung,Exhilarate i577,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']",NaN,"['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1750', 'mAh', 'battery']",NaN
3273,Samsung,F110,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3274,Samsung,F200,"['1.46', 'inches,', '6.0', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'battery']",NaN
3275,Samsung,F210,"['1.46', 'inches,', '6.0', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '750', 'mAh', 'battery']",NaN
3276,Samsung,F250,"['2.0', 'inches,', '12.6', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '800', 'mAh', 'battery']",NaN
3277,Samsung,F268,"['2.1', 'inches,', '13.9', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '880', 'mAh', 'battery']",NaN
3278,Samsung,F270 Beat,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '960', 'mAh', 'battery']",NaN
3279,Samsung,F275,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '960', 'mAh', 'battery']","['About', '90', 'EUR']"
3280,Samsung,F300,"['2.1', 'inches,', '33', 'x']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '720', 'mAh', 'battery']",NaN
3281,Samsung,F330,"['2.1', 'inches,', '13.7', 'cm2']","['Single', '2', 'MP']","['Single', 'VGA', 'videocall', 'camera']",NaN,NaN,"['Removable', 'battery']",NaN
3282,Samsung,F400,"['2.2', 'inches,', '15.0', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['Single', 'Yes']",NaN,NaN,"['Removable', 'Li-Ion', '960', 'mAh', 'battery']",NaN
3283,Samsung,F480,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA', 'videocall', 'camera']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3284,Samsung,F480i,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA', 'videocall', 'camera']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3285,Samsung,F490,"['3.3', 'inches,', '29.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'Videocall', 'camera']",NaN,NaN,"['Removable', 'Li-Ion', '880', 'mAh', 'battery']",NaN
3286,Samsung,F500,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
3287,Samsung,F510,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'battery']",NaN
3288,Samsung,F520,"['3.0', 'inches,', '24.9', 'cm2']","['Single', '3.15', 'MP']","['Single', 'Yes']",NaN,NaN,"['Removable', 'battery']",NaN
3289,Samsung,F700,"['3.2', 'inches,', '27.8', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['Single', 'VGA', 'videocall', 'camera']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
3290,Samsung,Fascinate,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['NaN', 'No']",['Hummingbird'],['2GB'],"['Removable', 'Li-Po', '1500', 'mAh', 'battery']",NaN
3291,Samsung,Focus,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']",NaN,"['Qualcomm', 'QSD8250', 'Snapdragon', 'S1']","['8GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
3292,Samsung,Focus 2 I667,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8255T', 'Snapdragon', 'S2']",['8GB'],"['Removable', 'Li-Ion', '1750', 'mAh', 'battery']",NaN
3293,Samsung,Focus Flash I677,"['3.7', 'inches,', '39.0', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'Yes']",NaN,"['8GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
3294,Samsung,Focus S I937,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']",NaN,"['16GB', '512MB', 'RAM,', '32GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1650', 'mAh', 'battery']",NaN
3295,Samsung,G3812B Galaxy S3 Slim,"['4.52', 'inches,', '56.3', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
3296,Samsung,G400 Soul,"['2.2', 'inches,', '15.0', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'Videocall', 'camera']",NaN,NaN,"['Removable', 'Li-Ion', 'battery']",NaN
3297,Samsung,G600,"['2.2', 'inches,', '15.0', 'cm2']","['Single', '5', 'MP,', 'AF']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '880', 'mAh', 'battery']",NaN
