id,brand,name,display_size,main_camera,selfie_camera,chipset,storage_and_ram,battary,price
543,Allview,P5 Symbol,"['4.63', 'inches,', '59.1', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1700', 'mAh', 'battery']","['About', '170', 'EUR']"
544,Allview,P6 eMagic,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT8321', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Removable', 'Li-Po', '2300', 'mAh', 'battery']","['About', '160', 'EUR']"
545,Allview,P6 Energy,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '5000', 'mAh', 'battery']",NaN
546,Allview,P6 Energy Lite,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6580', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
547,Allview,P6 Energy Mini,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '5', 'MP']","['Single', '2', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Li-Ion', '2950', 'mAh', 'battery']",NaN
548,Allview,P6 Life,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1750', 'mAh', 'battery']",NaN
549,Allview,P6 Lite,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT8321', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Po', '2300', 'mAh', 'battery']",NaN
550,Allview,P6 Pro,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '3140', 'mAh', 'battery']",NaN
551,Allview,P6 Quad,"['4.65', 'inches,', '59.6', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1', 'MP']",NaN,"['4GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '2100', 'mAh', 'battery']",NaN
552,Allview,P6 Quad Plus,"['4.65', 'inches,', '59.6', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1', 'MP']",NaN,"['4GB', '1GB', 'RAM']","['Removable', 'Li-Po', '2100', 'mAh', 'battery']",NaN
553,Allview,P6 Stony,"['4.65', 'inches,', '59.6', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1', 'MP']",NaN,"['4GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '2100', 'mAh', 'battery']","['About', '220', 'EUR']"
554,Allview,P7 Pro,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2300', 'mAh', 'battery']","['About', '200', 'EUR']"
555,Allview,P7 Seon,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6591']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2400', 'mAh', 'battery']",NaN
556,Allview,P7 Xtreme,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '13', 'MP,', 'AF']","['NaN', 'No']","['Mediatek', 'MT6592', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', '2200', 'mAh', 'battery']","['About', '230', 'EUR']"
557,Allview,P8 Energy,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '6000', 'mAh', 'battery']","['About', '290', 'EUR']"
558,Allview,P8 Energy mini,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6580', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
559,Allview,P8 Energy Pro,"['6.0', 'inches,', '99.2', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['64GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '5020', 'mAh', 'battery']",NaN
560,Allview,P8 Pro,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
561,Allview,P9 Energy,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '8', 'MP']","['Mediatek', 'MT6755', 'Helio', 'P10', '(28', 'nm)']","['64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '5000', 'mAh', 'battery']",NaN
562,Allview,P9 Energy Lite,"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6750', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
563,Allview,P9 Energy Lite (2017),"['5.2', 'inches,', '74.5', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
564,Allview,P9 Energy mini,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
565,Allview,Simply S5,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1280', 'mAh', 'battery']",NaN
566,Allview,Soul X5 Mini,"['5.67', 'inches,', '81.0', 'cm2']","['Dual', '13', 'MP,', 'AF', '0.3', 'MP,', 'depth', 'sensor']","['Single', '5', 'MP']","['Mediatek', 'MT6739', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '3050', 'mAh', 'battery']","['About', '20', 'EUR']"
567,Allview,Soul X5 Pro,"['6.2', 'inches,', '96.9', 'cm2']","['Dual', '16', 'MP,', 'f/2.0,', 'PDAF', '5', 'MP,', 'depth', 'sensor']","['Single', '16', 'MP,', 'f/2.0']","['Mediatek', 'MT6771', 'Helio', 'P60', '(12', 'nm)']","['32GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
568,Allview,Soul X5 Style,"['6.2', 'inches,', '96.7', 'cm2']","['Dual', '13', 'MP,', 'AF', '2', 'MP,', 'depth', 'sensor']","['Single', '8', 'MP,', 'f/2.2']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
569,Allview,Soul X6 Mini,"['6.2', 'inches,', '95.9', 'cm2']","['Dual', '13', 'MP,', 'AF', '2', 'MP,', 'depth', 'sensor']","['Single', '13', 'MP']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
570,Allview,Soul X6 Xtreme,"['6.39', 'inches,', '100.2', 'cm2']","['Dual', '16', 'MP,', 'f/1.8,', 'PDAF', '5', 'MP,', 'depth', 'sensor']","['Single', 'Motorized', 'pop-up', '8', 'MP']","['Mediatek', 'Helio', 'P70', '(12nm)']","['64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3450', 'mAh', 'battery']",NaN
571,Allview,Start M7,"['2.4', 'inches,', '17.8', 'cm2']","['Single', 'QVGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
572,Allview,Twin X2,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '1920', 'mAh', 'battery']","['About', '20', 'EUR']"
573,Allview,V1 Viper i4G,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Po', '1800', 'mAh', 'battery']","['About', '230', 'EUR']"
574,Allview,V1 Viper S,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8228', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
575,Allview,V1 Viper S4G,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8926', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Po', '1950', 'mAh', 'battery']","['About', '310', 'EUR']"
576,Allview,V2 Viper,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
577,Allview,V2 Viper e,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6580', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1850', 'mAh', 'battery']",NaN
578,Allview,V2 Viper i,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6580', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
579,Allview,V2 Viper i4G,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2300', 'mAh', 'battery']",NaN
580,Allview,V2 Viper S,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '16', 'MP,', 'f/2.0,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
581,Allview,V2 Viper X,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Removable', 'Li-Po', '3150', 'mAh', 'battery']",NaN
582,Allview,V2 Viper X+,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Removable', 'Li-Po', '3150', 'mAh', 'battery']",NaN
583,Allview,V2 Viper Xe,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '8', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3150', 'mAh', 'battery']",NaN
584,Allview,V3 Viper,"['5.5', 'inches,', '78.1', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '13', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
585,Allview,V4 Viper,"['5.7', 'inches,', '81.1', 'cm2']","['Dual', '8', 'MP,', 'AF', '0.3', 'MP,', 'depth', 'sensor']","['Single', '5', 'MP']","['Mediatek', 'MT6761', 'Helio', 'A22', '(12', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '2700', 'mAh', 'battery']",NaN
586,Allview,Viper E,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1800', 'mAh', 'battery']",NaN
587,Allview,Viper i V1,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1800', 'mAh', 'battery']",NaN
588,Allview,Viper L,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1950', 'mAh', 'battery']","['About', '200', 'EUR']"
589,Allview,Viper V1,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6589', '(28', 'nm)']","['4GB', '1GB', 'RAM,', '16GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1800', 'mAh', 'battery']",NaN
590,Allview,Viva 1003G,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '2', 'MP']","['Single', '2', 'MP']","['Mediatek', 'MT8321A', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']","['About', '230', 'EUR']"
591,Allview,Viva 1003G Lite,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '0.3', 'MP']","['Single', '2', 'MP']","['Mediatek', 'MT8321A', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
592,Allview,Viva C701,"['7.0', 'inches,', '137.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '2700', 'mAh', 'battery']",NaN
593,Allview,Viva D8,"['7.9', 'inches,', '193.3', 'cm2']","['Single', '3.15', 'MP']","['Single', '1', 'MP']",NaN,"['4GB', '512MB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
594,Allview,Viva H10 HD,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '3.15', 'MP']","['Single', 'VGA']","['Mediatek', 'MT8382', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '8000', 'mAh', 'battery']",NaN
595,Allview,Viva H10 LTE,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT8732', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '6500', 'mAh', 'battery']",NaN
596,Allview,Viva H1001 LTE,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '5', 'MP']","['Single', '2', 'MP']","['Mediatek', 'MT8735']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '6000', 'mAh', 'battery']",NaN
597,Allview,Viva H7 LTE,"['7.0', 'inches,', '137.9', 'cm2']","['Single', '2', 'MP']","['Single', 'VGA']","['Mediatek', 'MT8732', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '2500', 'mAh', 'battery']",NaN
598,Allview,Viva H7S,"['7.0', 'inches,', '142.1', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Mediatek', 'MT8382', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
599,Allview,Viva H8,"['7.9', 'inches,', '193.3', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
600,Allview,Viva H8 LTE,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '2', 'MP']","['Single', 'VGA']","['Mediatek', 'MT8732', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']","['About', '190', 'EUR']"
601,Allview,Viva Home,"['17.3', 'inches,', '825.1', 'cm2']","['NaN', 'No']","['Single', '2', 'MP']","['Mediatek', 'MT8163']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '5000', 'mAh', 'battery']",NaN
602,Allview,Viva i10G,"['9.7', 'inches,', '291.4', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Intel', 'Atom', 'Z3735D']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '8000', 'mAh', 'battery']","['About', '250', 'EUR']"
603,Allview,Viva i8,"['7.9', 'inches,', '193.3', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Intel', 'Atom', 'Z5280']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '4600', 'mAh', 'battery']",NaN
604,Allview,Viva Q7 Life,"['7.0', 'inches,', '137.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
605,Allview,Viva Q8,"['7.9', 'inches,', '193.3', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']","['About', '90', 'EUR']"
606,Allview,W1i,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'MSM8212', 'Snapdragon', '200', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '1750', 'mAh', 'battery']","['About', '150', 'EUR']"
607,Allview,W1s,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'MSM8212', 'Snapdragon', '200', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '2000', 'mAh', 'battery']",NaN
608,Allview,Wi10N PRO,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '2', 'MP']","['Single', 'VGA']","['Intel', 'Atom', 'Z3735F']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '6000', 'mAh', 'battery']",NaN
609,Allview,Wi7,"['7.0', 'inches,', '137.9', 'cm2']","['Single', '2', 'MP']","['Single', 'VGA']","['Intel', 'Atom', 'Z3735G']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '2400', 'mAh', 'battery']",NaN
610,Allview,Wi8G,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '2', 'MP']","['Single', '2', 'MP']","['Intel', 'Atom', 'Z3735G']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '3800', 'mAh', 'battery']",NaN
611,Allview,X1 Soul,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6589T', '(28', 'nm)']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '2000', 'mAh', 'battery']",NaN
612,Allview,X1 Soul Mini,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Mediatek', 'MT6589T', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']","['About', '360', 'EUR']"
613,Allview,X1 Xtreme,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '16', 'MP,', 'AF']","['Single', '8', 'MP']","['Qualcomm', 'MSM8274', 'Snapdragon', '800', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '2500', 'mAh', 'battery']","['About', '270', 'EUR']"
614,Allview,X1 Xtreme Mini,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '16', 'MP,', 'AF']","['Single', '4', 'MP']","['Qualcomm', 'MSM8274', 'Snapdragon']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '2200', 'mAh', 'battery']","['About', '470', 'EUR']"
615,Allview,X2 Soul,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6592', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '2300', 'mAh', 'battery']","['About', '300', 'EUR']"
616,Allview,X2 Soul Lite,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Removable', 'Li-Po', '2400', 'mAh', 'battery']","['About', '340', 'EUR']"
617,Allview,X2 Soul Mini,"['4.8', 'inches,', '63.5', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6592', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '2050', 'mAh', 'battery']",NaN
618,Allview,X2 Soul Pro,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6752', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '2700', 'mAh', 'battery']","['About', '230', 'EUR']"
619,Allview,X2 Soul Style,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '2350', 'mAh', 'battery']",NaN
620,Allview,X2 Soul Style + Platinum,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '2350', 'mAh', 'battery']",NaN
621,Allview,X2 Xtreme,"['6.0', 'inches,', '99.2', 'cm2']","['Single', '24', 'MP,', '1/2.3"",', 'PDAF,', 'OIS']","['Single', '8', 'MP,', 'AF']","['Mediatek', 'MT6795', 'Helio', 'X10', '(28', 'nm)']","['64GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3500', 'mAh', 'battery']",NaN
622,Allview,X3 Soul,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3150', 'mAh', 'battery']","['About', '490', 'EUR']"
623,Allview,X3 Soul Lite,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Removable', 'Li-Po', '2400', 'mAh', 'battery']",NaN
624,Allview,X3 Soul mini,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Po', '2350', 'mAh', 'battery']",NaN
625,Allview,X3 Soul Plus,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.0,', 'PDAF,', 'Laser', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6755', 'Helio', 'P10', '(28', 'nm)']","['32GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3130', 'mAh', 'battery']",NaN
626,Allview,X3 Soul Pro,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '16', 'MP,', 'f/1.8,', 'AF']","['Single', '8', 'MP']","['Mediatek', 'MT6755', 'Helio', 'P10', '(28', 'nm)']","['64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
627,Allview,X3 Soul Style,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '8', 'MP']","['Mediatek', 'MT6753', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3150', 'mAh', 'battery']",NaN
628,Allview,X4 Soul,"['5.5', 'inches,', '83.4', 'cm2']","['Dual', '13', 'MP,', '1/3"",', '1.12µm,', 'PDAF', '5', 'MP,', 'depth', 'sensor']","['Single', '13', 'MP']","['Mediatek', 'MT6755', 'Helio', 'P10', '(28', 'nm)']","['64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
629,Allview,X4 Soul Infinity L,"['5.7', 'inches,', '83.8', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6737', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
630,Allview,X4 Soul Infinity N,"['5.7', 'inches,', '83.8', 'cm2']","['Single', '16', 'MP,', 'PDAF']","['Single', '8', 'MP']","['Mediatek', 'MT6750T', '(28', 'nm)']","['32GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
631,Allview,X4 Soul Infinity Plus,"['6.0', 'inches,', '92.9', 'cm2']","['Dual', '13', 'MP,', '1/3"",', '1.12µm,', 'PDAF', '5', 'MP,', 'depth', 'sensor']","['Single', '13', 'MP']","['Mediatek', 'MT6757', 'Helio', 'P25', '(16', 'nm)']","['64GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '3050', 'mAh', 'battery']",NaN
632,Allview,X4 Soul Infinity S,"['5.7', 'inches,', '83.8', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '8', 'MP']","['Mediatek', 'MT6750T', '(28', 'nm)']","['16GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
633,Allview,X4 Soul Infinity Z,"['5.7', 'inches,', '83.8', 'cm2']","['Dual', '13', 'MP,', 'PDAF', '5', 'MP,', 'depth', 'sensor']","['Single', '8', 'MP']","['Mediatek', 'MT6750T', '(28', 'nm)']","['32GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
634,Allview,X4 Soul Lite,"['5.5', 'inches,', '83.4', 'cm2']","['Dual', '13', 'MP,', '1/3"",', '1.12µm,', 'PDAF', '2', 'MP,', 'depth', 'sensor']","['Single', '8', 'MP']","['Mediatek', 'MT6750', '(28', 'nm)']","['16GB', '3GB', 'RAM,', '32GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
